0,2,4,6,8,10,12
-2.0,-8.599999999999909,5.799999999999727,6.099999999999909,6.400000000000091,16.09999999999991,30.199999999999818
14.900000000000091,6.900000000000091,-3.099999999999909,14.5,7.900000000000091,29.5,14.699999999999818
-9.799999999999727,7.300000000000182,10.300000000000182,9.700000000000273,9.700000000000273,10.600000000000364,23.90000000000009
-2.200000000000273,-0.599999999999909,4.599999999999909,12.199999999999818,12.799999999999727,8.0,2.0
-1.699999999999818,3.5,1.800000000000182,1.800000000000182,26.800000000000182,14.699999999999818,31.199999999999818
3.5,4.5,8.600000000000364,24.40000000000009,12.800000000000182,9.100000000000364,18.800000000000182
-28.800000000000182,-2.600000000000364,-9.900000000000091,-0.20000000000027285,5.199999999999818,10.199999999999818,-0.20000000000027285
13.099999999999909,11.799999999999727,23.799999999999727,-3.5,12.699999999999818,16.899999999999636,24.199999999999818
-0.8000000000001819,4.199999999999818,2.699999999999818,9.900000000000091,-6.300000000000182,25.800000000000182,18.0
11.199999999999818,22.59999999999991,19.800000000000182,20.90000000000009,35.40000000000009,30.800000000000182,28.199999999999818
6.0,2.699999999999818,-1.1000000000003638,-5.700000000000273,27.0,16.199999999999818,17.899999999999636
11.799999999999727,9.699999999999818,16.699999999999818,28.5,32.19999999999982,34.0,32.399999999999636
-11.200000000000273,1.599999999999909,-7.800000000000182,10.0,5.399999999999636,11.399999999999636,9.599999999999909
-7.699999999999818,3.200000000000273,6.100000000000364,24.800000000000182,9.700000000000273,9.0,18.0
-2.400000000000091,13.599999999999909,12.699999999999818,5.400000000000091,19.40000000000009,28.799999999999727,29.59999999999991
-1.099999999999909,-14.300000000000182,-27.800000000000182,-0.8000000000001819,-13.5,12.199999999999818,18.199999999999818
6.199999999999818,13.0,13.5,14.099999999999909,17.09999999999991,7.900000000000091,16.199999999999818
25.300000000000182,23.5,11.699999999999818,28.40000000000009,24.199999999999818,41.19999999999982,33.19999999999982
10.5,21.199999999999818,10.300000000000182,-2.199999999999818,36.19999999999982,30.300000000000182,27.199999999999818
6.199999999999818,6.0,-8.0,-4.800000000000182,23.59999999999991,2.599999999999909,15.599999999999909
-11.399999999999636,-14.199999999999818,-20.799999999999727,9.900000000000091,5.800000000000182,5.400000000000091,17.300000000000182
-19.700000000000273,11.899999999999636,-11.300000000000182,-16.90000000000009,0.29999999999972715,-6.100000000000364,17.699999999999818
-6.799999999999727,-6.199999999999818,-6.5,1.0,11.400000000000091,7.200000000000273,13.900000000000091
-16.199999999999818,-4.300000000000182,-18.59999999999991,2.300000000000182,-7.599999999999909,-6.300000000000182,20.09999999999991
-17.300000000000182,-2.400000000000091,1.2999999999997272,2.900000000000091,-11.0,-2.400000000000091,7.400000000000091
-20.700000000000273,-2.400000000000091,8.299999999999727,11.5,21.0,21.09999999999991,21.199999999999818
8.5,13.300000000000182,5.0,11.700000000000273,5.0,14.200000000000273,9.5
7.300000000000182,32.19999999999982,27.199999999999818,7.699999999999818,34.30000000000018,18.800000000000182,28.90000000000009
14.400000000000091,12.0,32.30000000000018,34.70000000000027,26.90000000000009,48.20000000000027,27.300000000000182
-20.200000000000273,-28.0,-25.300000000000182,-14.300000000000182,-23.100000000000364,11.599999999999909,-7.900000000000091
-4.899999999999636,0.900000000000091,0.900000000000091,4.800000000000182,4.200000000000273,21.100000000000364,33.100000000000364
-21.300000000000182,-27.199999999999818,2.900000000000091,-3.800000000000182,6.400000000000091,14.5,9.300000000000182
0.900000000000091,-10.400000000000091,-8.400000000000091,-2.599999999999909,6.300000000000182,11.0,28.90000000000009
-2.900000000000091,-1.0,1.900000000000091,-1.0,19.300000000000182,6.699999999999818,26.09999999999991
-30.40000000000009,-9.300000000000182,9.699999999999818,-4.400000000000091,2.900000000000091,8.599999999999909,11.099999999999909
4.0,13.699999999999818,19.799999999999727,4.399999999999636,10.299999999999727,30.199999999999818,27.299999999999727
-18.899999999999636,-29.799999999999727,-2.599999999999909,2.200000000000273,-20.899999999999636,0.900000000000091,-2.099999999999909
-2.599999999999909,-1.099999999999909,3.400000000000091,18.09999999999991,15.599999999999909,19.799999999999727,29.40000000000009
4.599999999999909,-9.300000000000182,8.099999999999909,9.400000000000091,20.5,8.400000000000091,19.300000000000182
-10.0,-1.2999999999997272,0.7000000000002728,23.300000000000182,11.099999999999909,13.200000000000273,-1.400000000000091
6.300000000000182,0.5,-3.0,10.599999999999909,3.800000000000182,8.599999999999909,9.099999999999909
-31.09999999999991,-16.90000000000009,5.900000000000091,-6.900000000000091,-2.5,-2.5,0.6999999999998181
26.299999999999727,26.59999999999991,7.5,35.09999999999991,41.59999999999991,45.19999999999982,54.29999999999973
-0.5,16.100000000000364,-3.299999999999727,27.300000000000182,21.5,29.90000000000009,48.80000000000018
9.0,-3.199999999999818,26.40000000000009,21.40000000000009,37.30000000000018,-0.29999999999972715,29.59999999999991
7.0,14.799999999999727,1.0,9.5,22.299999999999727,20.199999999999818,30.09999999999991
8.0,3.599999999999909,11.599999999999909,10.300000000000182,9.900000000000091,21.09999999999991,0.900000000000091
-19.200000000000273,-8.0,-1.400000000000091,3.400000000000091,4.299999999999727,12.099999999999909,11.400000000000091
-5.400000000000091,-10.199999999999818,0.8000000000001819,-11.800000000000182,7.800000000000182,-8.699999999999818,5.800000000000182
4.699999999999818,31.199999999999818,38.59999999999991,46.0,29.299999999999727,25.5,41.79999999999973
-0.09999999999990905,-15.599999999999909,-4.5,0.599999999999909,6.099999999999909,4.299999999999727,18.59999999999991
