bckg
5426.5
5047.3
5481.4
5832.4
5737.4
5542.9
5420.2
5328.4
5055.7
6156.3
5810.9
6017.2
6101.1
6078.5
6454.3
6344.3
6869.1
6440.7
6458.4
6722.6
7299.9
7200.0
6766.8
6951.9
6999.5
7434.3
6959.4
6891.9
7257.6
7550.1
7772.3
7502.1
7574.6
7261.4
7721.7
7928.3
7936.0
7513.9
7355.0
7364.2
7895.0
8119.4
7486.2
8868.9
8132.9
7867.9
7046.9
7728.7
8281.8
7626.7
7751.8
7757.3
8465.9
8582.6
7924.2
8083.6
8709.0
7982.6
7920.6
7223.9
7975.6
7620.8
7437.4
7511.4
8363.4
8233.2
7734.4
7722.4
7956.6
7805.0
8135.1
8567.8
8355.0
8231.1
7795.0
8411.8
8495.3
8274.7
7824.5
7881.0
8580.7
7938.5
7919.5
7596.0
7986.4
8537.8
7546.7
7545.1
8472.5
8387.4
9170.5
7949.0
8756.5
8910.3
8894.6
8796.5
7606.9
7839.7
7739.4
8290.1
8222.8
7760.7
8091.1
7528.8
8498.0
7945.5
8855.2
7937.0
7824.6
8351.3
8236.2
8288.8
8268.9
8083.3
8262.4
8337.3
8327.7
7830.5
7840.4
7658.0
8082.3
7521.7
7692.4
7738.8
8139.1
9387.9
8426.3
7211.4
8378.2
7914.1
8073.7
8184.0
8098.4
7640.8
7732.6
7586.2
8661.7
8600.8
8040.2
8610.2
6999.2
8193.2
9552.7
7947.6
8193.9
7789.5
7786.5
8038.8
8674.3
7600.0
8715.8
8586.3
8470.4
8508.4
7939.0
8053.7
8255.3
8437.0
8244.2
8697.9
8105.8
7897.7
7796.4
6679.4
8096.9
8124.6
8324.7
8166.0
8518.8
8922.6
8564.3
7006.3
7776.7
7734.6
7604.3
8488.1
7663.4
6905.3
8578.5
8055.4
7475.2
7805.9
7988.5
6998.7
7809.5
8052.3
8424.0
8291.5
7893.3
8313.3
8130.0
8049.2
8475.7
7404.8
8076.4
8279.5
7612.2
8996.5
7755.7
7984.8
8013.0
8135.9
8266.7
8546.6
8119.6
8271.2
8096.1
8521.6
8568.6
8398.5
8123.0
7851.8
8224.0
7734.0
8486.2
8270.3
8190.4
7458.8
8536.3
8351.5
8908.4
8737.9
8785.2
7081.3
8703.4
8109.1
8270.2
8408.2
8698.3
7913.2
7725.0
8356.6
7858.9
7974.4
7797.3
7661.8
8309.1
8035.4
7924.1
7592.4
8629.7
8046.7
7377.4
8146.8
7807.1
8830.6
7199.1
7983.1
8416.9
8558.8
8073.6
7917.1
7855.5
9284.5
8374.2
7883.1
8081.3
8644.8
7911.8
8088.8
8004.8
8031.9
7166.7
8186.4
7990.8
8916.6
7832.4
8057.3
8453.3
8356.3
7945.8
8053.3
8255.2
8132.8
8322.3
8918.3
8193.3
7190.4
7507.2
8908.0
7903.1
8012.1
7718.6
7230.0
8847.9
8459.3
7902.2
7355.4
8473.9
8502.0
7495.5
16536.9
8303.1
8381.8
7886.6
7475.4
8431.3
7836.4
8466.3
8555.8
8688.5
7375.0
7842.6
7841.4
8145.7
7949.1
8231.5
7759.4
8069.3
8541.4
8804.4
8292.8
8088.5
7653.6
8537.0
8095.1
9053.1
8512.9
8314.2
8546.9
7589.2
8574.0
8307.4
7653.8
8005.9
9793.0
8606.5
8582.1
8034.2
8082.3
7970.4
8579.5
8288.9
7953.6
8510.9
8361.9
8222.6
7293.9
7876.0
8051.6
7860.9
7792.9
8358.5
7992.7
8632.0
7451.1
7815.2
8017.2
8776.5
8625.8
8422.8
8879.9
7728.5
8310.0
8455.4
9019.7
8462.0
8568.4
8343.7
7840.2
7956.3
7438.6
8468.1
7883.9
8037.1
7646.5
8335.4
8437.8
9262.8
7523.1
8253.6
8258.2
8032.1
8255.9
8279.1
7500.6
8339.5
8728.7
8189.6
8299.7
7859.0
7558.0
7931.9
8292.1
8662.0
8686.6
8470.7
8584.9
8033.7
8072.2
8006.1
8516.9
7548.7
7236.9
7798.4
7981.1
8198.0
9596.4
8557.7
8632.8
7564.3
9384.6
8325.5
9321.9
8356.3
7595.5
8300.8
7741.2
8320.2
7849.4
8947.2
8597.9
8596.6
7243.1
8343.2
8448.5
7927.2
7868.9
7625.7
8077.7
7987.3
8245.7
7464.2
8443.8
7556.2
8241.6
8727.3
8172.4
8721.8
7941.5
8483.2
8131.2
8422.0
9143.2
8394.8
8607.6
8554.1
8011.3
8535.8
7813.6
7278.0
8938.6
8035.6
8217.1
8608.2
8262.9
7621.5
7533.3
8802.4
8577.8
8038.7
8474.7
8630.4
8336.7
8200.6
7579.9
8062.1
7991.9
7413.3
8023.9
7596.9
8336.2
7758.2
8672.6
8380.7
9246.5
8496.4
8764.6
7447.2
8405.0
8722.4
8144.3
7371.0
8001.8
7900.4
7571.3
8201.0
8734.9
8538.9
7579.2
8424.7
8078.8
7435.7
7967.3
7175.4
8289.8
8816.0
8210.1
7857.3
7661.4
7756.2
7739.2
7833.9
7678.9
8590.3
7985.8
8055.4
8147.3
8008.8
7929.7
7747.8
8162.4
8500.5
7661.1
7563.7
8485.4
7505.7
9671.1
7743.3
8472.3
8729.7
8546.6
8166.6
8359.1
8118.0
8263.8
7782.8
8346.7
8115.1
8665.2
8014.2
8058.1
8569.4
8859.4
7852.0
8784.9
8486.0
7690.4
7295.3
8557.6
8429.8
7906.5
8242.5
8133.7
8341.7
8997.0
8870.3
8426.6
7870.8
8562.3
8189.5
7667.8
8186.6
7619.8
8675.9
8059.2
10900.4
8242.2
9452.7
8156.9
8678.6
7913.9
9090.2
7803.9
8260.1
8641.0
7989.3
8535.5
8282.6
8077.9
8834.3
8102.3
7563.7
6708.9
8046.2
7147.5
8747.7
8327.5
7886.4
8225.7
8149.1
8087.4
7937.2
8253.3
9137.3
8650.6
8263.9
8958.6
7887.9
8533.4
7897.7
8083.1
8555.2
7827.3
7755.9
8199.0
8150.9
7452.8
8322.9
7428.1
7056.5
7518.9
7994.2
8104.1
7671.1
8310.6
8042.5
7794.8
8865.0
8934.9
7159.8
8155.4
8869.3
8409.5
7961.2
8043.4
7638.0
8362.7
7910.7
8151.8
8142.0
8608.3
8069.4
7964.0
7508.3
7746.7
7648.1
7431.4
8439.7
8541.9
7748.6
8302.1
7788.8
8305.5
8295.1
7801.5
7997.4
7409.6
7438.4
7747.8
8567.6
8037.9
7562.1
7289.2
7761.3
8470.1
8175.5
7815.1
8426.8
8161.9
7725.4
8135.3
9078.8
8475.2
8380.7
8115.8
8696.5
7902.6
8409.2
8423.2
8385.6
8018.6
8769.2
8009.1
8361.7
7928.4
8262.3
8560.2
8261.1
7679.9
8134.2
7869.9
7549.8
8002.8
8585.3
8129.9
8717.7
7691.6
9025.6
8365.6
8484.2
8183.7
15142.4
8558.7
9236.4
8384.1
8676.8
8843.4
7640.1
7861.4
7696.7
7664.8
7949.3
8215.6
8104.8
8311.7
8230.3
8411.7
8189.5
8408.2
8301.9
8240.1
8405.7
7690.4
7473.5
6691.0
7829.3
7797.0
7593.4
8533.5
8985.0
7719.1
8778.6
7946.2
8201.8
7998.6
8345.5
7742.8
8886.2
7803.8
8099.1
8377.7
8059.6
8629.6
7496.3
8280.6
8144.4
8384.1
7601.3
7810.3
7724.4
8249.9
8347.4
9042.9
9147.0
8480.5
7863.9
8417.7
8304.8
8190.1
8807.3
7581.1
9040.1
8018.6
9098.5
8253.4
7428.2
7478.0
7483.0
8318.0
7879.9
9168.2
7765.5
7390.0
8196.6
8009.9
7421.4
7950.1
8324.2
8496.8
7716.4
8428.3
8019.8
7511.5
8608.1
8209.5
8537.5
8473.5
7310.9
9228.6
7860.3
8128.8
8657.0
8277.8
9059.1
8982.1
9285.8
8011.3
8657.9
8280.0
8279.8
7796.0
7691.3
7653.9
9022.7
7863.4
8272.8
7974.4
7906.0
8056.7
8509.9
8324.6
8179.0
8403.3
8785.3
8194.8
8987.7
8121.4
7974.3
7860.4
8734.4
8255.3
8022.4
7804.2
7505.3
8175.1
8452.3
9147.1
9857.0
8496.6
8453.0
8532.4
8172.0
8356.9
9091.4
8276.2
7432.6
8305.6
8177.9
7583.5
7984.7
8099.4
8432.7
8838.8
8363.8
8147.3
8599.4
8720.4
7883.1
7896.6
7606.9
8258.2
8181.5
8395.8
8272.0
8241.5
7668.6
8107.8
11677.8
8062.5
8215.3
8988.8
8216.8
8330.3
8284.2
8458.1
8940.9
7941.0
8318.2
7746.2
8513.6
8413.3
8980.8
7860.6
8868.3
8109.1
8644.8
7661.3
8373.1
7726.2
8212.9
8616.3
7387.6
8461.2
8139.1
8987.2
7396.1
8565.4
8371.3
8379.3
8424.8
8339.8
7736.2
8367.8
7650.0
8564.9
8493.5
8180.3
8797.1
7818.1
7733.8
8767.4
7493.6
8414.4
7559.5
7559.2
8711.0
8346.7
8049.0
8043.2
8579.0
8507.7
7576.7
8495.6
8871.0
8920.0
8352.9
8270.5
8047.9
8229.5
7938.8
8187.4
8294.7
7814.1
8230.2
8189.8
8883.1
7761.6
7950.7
8744.5
8434.1
8860.5
7624.5
8272.1
8783.6
8583.5
7568.2
10022.7
7958.4
8085.1
8019.3
8378.6
8918.0
7861.6
